394	0	150
395	36	150
396	0	150
397	0	150
398	0	150
399	0	150
400	0	150
401	0	150
402	0	150
403	0	150
404	0	150
405	0	150
406	0	150
407	0	150
408	0	150
409	0	150
410	0	82
411	0	150
412	0	150
413	0	150
414	0	150
415	0	150
416	21	150
417	0	150
418	0	150
419	0	150
420	0	150
421	0	150
422	0	150
423	0	150
424	0	150
425	0	150
426	0	150
427	0	150
428	0	150
429	0	150
430	0	150
431	0	150
432	0	150
433	0	150
434	0	150
435	0	150
436	0	150
437	0	150
438	0	150
439	0	150
440	0	150
441	0	150
442	0	150
443	0	150
444	0	150
445	0	150
446	0	150
447	0	150
448	0	150
449	0	150
450	0	150
451	0	150
452	0	150
453	0	149
454	0	150
455	0	150
456	0	150
457	0	150
458	0	150
459	0	150
460	0	150
461	0	150
462	0	150
463	0	84
464	0	150
465	0	150
466	0	150
467	0	150
468	0	150
469	0	150
470	0	150
471	0	150
472	0	150
473	51	150
474	0	150
475	0	150
476	0	150
477	0	113
478	0	150
479	0	150
480	0	150
481	0	150
482	0	150
483	0	150
484	0	150
485	0	150
486	0	150
487	0	150
488	0	150
489	0	150
490	0	150
491	0	150
492	0	150
493	0	150
494	0	150
495	0	150
496	0	150
497	0	150
498	0	150
499	0	150
500	0	150
501	0	150
502	0	150
503	0	147
504	0	150
505	0	150
506	0	150
507	0	150
508	0	150
509	0	150
510	0	150
